"('Pandora_s_Box', 'aerosmith')","[31528772, 17295129, 1016866, 19410904, 23857185, 30118248, 2177173, 48335195, 5594666, 35730511]"
"('Young_Lust', 'aerosmith')","[33282195, 85886429, 32627042, 43158660, 12721713, 96593288, 8870316, 11913675, 46503050, 29094681]"
"('F_I_N_E_', 'aerosmith')","[38542464, 2167580, 34862087, 7979254, 17151352, 32866241, 109445517, 8271523, 1049290, 32412596]"
"('Going_Down-Love_In_An_Elevator', 'aerosmith')","[69428713, 5187485, 61591582, 18657533, 14875158, 10882297, 2177173, 30124435, 78366597, 123484823]"
"('Monkey_On_My_Back', 'aerosmith')","[183128536, 29402773, 8132592, 16397420, 28286824, 5386311, 78973579, 96210474, 46548965, 59700177]"
"('Water_Song-Janie_s_Got_A_Gun', 'aerosmith')","[13455513, 3174215, 16160545, 26322328, 1586241, 41633428, 37581599, 41050891, 1049290, 27807854]"
"('Dulcimer_Stomp-The_Other_Side', 'aerosmith')","[4149369, 18301764, 68707308, 10992738, 21580991, 77357337, 35115355, 37408739, 60185093, 37761599]"
"('My_Girl', 'aerosmith')","[11702090, 3174215, 4574729, 18657533, 8292074, 30641456, 944051, 987219, 1095205, 22458851]"
"('Don_t_Get_Mad_Get_Even', 'aerosmith')","[36789041, 57644601, 21953453, 314459, 37146102, 4863103, 20495947, 70188107, 137594230, 19140936]"
"('Hoodoo-Voodoo_Medicine_Man', 'aerosmith')","[35035618, 22342316, 47770721, 111257359, 8292074, 30118248, 24722846, 118590689, 10094127, 66336007]"
"('What_It_Takes', 'aerosmith')","[13455513, 46543592, 62914400, 26322328, 34992657, 4863103, 19262825, 19725282, 1049290, 22458851]"
"('Back_In_The_Saddle_Again', 'aerosmith')","[7656215, 9228037, 1016866, 33987123, 37146102, 43858213, 80206701, 987219, 5548751, 35730511]"
"('Last_Child', 'aerosmith')","[51355454, 63698423, 25511316, 59241621, 1586241, 43858213, 2177173, 33766587, 19276709, 9187191]"
"('Rats_In_The_Cellar', 'aerosmith')","[49602031, 22342316, 42890040, 7979254, 19427546, 57598178, 27189090, 16083130, 23776170, 13791933]"
"('Combination', 'aerosmith')","[29775349, 10234672, 16160545, 8732625, 6015880, 13630290, 55194784, 22840131, 5594666, 66336007]"
"('Sick_As_A_Dog', 'aerosmith')","[2395946, 3174215, 16160545, 16397420, 30563018, 2638318, 25955968, 30651738, 5594666, 54351174]"
"('Nobody_s_Fault', 'aerosmith')","[65382838, 29402773, 67384490, 94421027, 8169325, 4863103, 37581599, 258047071, 101185307, 59700177]"
"('Get_The_Lead_Out', 'aerosmith')","[83456097, 23348951, 19718408, 314459, 70675267, 41110220, 3410295, 30124435, 42049504, 7156103]"
"('Lick_and_a_Promise', 'aerosmith')","[20469205, 50584144, 59356537, 10239367, 77258351, 27370255, 8870316, 987219, 42003589, 7156103]"
"('Home_Tonight', 'aerosmith')","[18715782, 77819337, 52240811, 16397420, 10445519, 21874269, 2177173, 147200602, 55685632, 520273]"
"('Toys_In_The_Attic', 'aerosmith')","[33282195, 9228037, 9044819, 45418773, 28286824, 63094164, 29655334, 33766587, 51094341, 2551361]"
"('Uncle_Salty', 'aerosmith')","[38542464, 46543592, 13925500, 2574572, 12721713, 10882297, 5876539, 11913675, 10185957, 3838188]"
"('Adam_s_Apple', 'aerosmith')","[38542464, 2167580, 37097132, 25568957, 14997907, 2638318, 11336560, 34293890, 23776170, 130120653]"
"('Walk_This_Way', 'aerosmith')","[45556156, 5187485, 50005766, 10992738, 3739686, 2115110, 21729069, 19197979, 46594880, 80894494]"
"('Big_Ten_Inch_Record', 'aerosmith')","[11702090, 44530322, 10367637, 37000607, 57263601, 5386311, 5876539, 19725282, 105638853, 49002171]"
"('Sweet_Emotion', 'aerosmith')","[130662182, 51590779, 31304224, 53836939, 14997907, 2638318, 24722846, 30124435, 10094127, 34443684]"
"('No_More_No_More', 'aerosmith')","[29775349, 12247942, 16160545, 45418773, 14875158, 36137442, 41808498, 41578194, 5594666, 32412596]"
"('Round_And_Round', 'aerosmith')","[9409638, 29402773, 37097132, 18657533, 1586241, 19126276, 135690556, 67073258, 73867136, 3838188]"
"('You_See_Me_Crying', 'aerosmith')","[20469205, 38476500, 10367637, 1821201, 3739686, 5386311, 36348477, 59261651, 5548751, 3838188]"
"('Come_Together', 'beatles')","[18715782, 31416043, 6809774, 7979254, 23857185, 16378283, 11336560, 15555827, 10094127, 185238381]"
"('Something', 'beatles')","[124862884, 11241307, 33539269, 2574572, 19304797, 38885435, 36348477, 59788954, 64684554, 191874211]"
"('Maxwell_s_Silver_Hammer', 'beatles')","[18715782, 9228037, 31304224, 1067830, 14875158, 38362227, 55194784, 41050891, 60139178, 23745678]"
"('Oh_Darling', 'beatles')","[16962359, 23348951, 18395590, 17150791, 30440269, 27370255, 944051, 89453473, 19184879, 15823021]"
"('Octopus_s_Garden', 'beatles')","[53108877, 2167580, 116373390, 61501734, 26010630, 16378283, 11336560, 44693043, 1049290, 66336007]"
"('I_Want_You_She_s_So_Heavy_', 'beatles')","[13455513, 24355586, 27746361, 248961499, 3739686, 41633428, 16796581, 23367434, 78412512, 13791933]"
"('Here_Comes_The_Sun', 'beatles')","[9409638, 10234672, 78058079, 27829070, 59417046, 19126276, 16796581, 34293890, 105638853, 98228330]"
"('Because', 'beatles')","[5902792, 53604049, 25511316, 37000607, 101805489, 27370255, 19262825, 22840131, 78366597, 23745678]"
"('You_Never_Give_Me_Your_Money', 'beatles')","[20469205, 29402773, 6809774, 2574572, 8169325, 5386311, 25955968, 5156674, 14731333, 27807854]"
"('Sun_King', 'beatles')","[56615723, 46543592, 4574729, 27075699, 26133379, 30641456, 37581599, 26482283, 46503050, 255658857]"
"('Mean_Mr_Mustard', 'beatles')","[642523, 9228037, 6809774, 59994992, 8292074, 32866241, 60127272, 16083130, 10140042, 9187191]"
"('Polythene_Pam', 'beatles')","[49602031, 10234672, 1016866, 18657533, 46128129, 32866241, 2177173, 41050891, 28367461, 2551361]"
"('She_Came_In_Through_The_Bathroom_Window', 'beatles')","[61875992, 29402773, 25511316, 26322328, 28286824, 30641456, 43041620, 19725282, 1095205, 15823021]"
"('Golden_Slumbers', 'beatles')","[58369146, 70758880, 74500216, 27829070, 41575741, 16378283, 11336560, 60316257, 19184879, 76289752]"
"('Carry_That_Weight', 'beatles')","[5902792, 16288494, 4574729, 27829070, 99529295, 30641456, 81439823, 26482283, 28367461, 124771650]"
"('The_End', 'beatles')","[7656215, 29402773, 13925500, 43912031, 12721713, 10882297, 20495947, 1514522, 23776170, 25776766]"
"('Her_Majesty', 'beatles')","[9409638, 25362221, 3251911, 27829070, 8169325, 52102192, 2177173, 107664233, 46594880, 10474018]"
"('A_Hard_Day_s_Night', 'beatles')","[20469205, 25362221, 86086032, 43158660, 14875158, 58121386, 57661028, 30124435, 5548751, 41079514]"
"('I_Should_Have_Known_Better', 'beatles')","[76442405, 53604049, 21953453, 7979254, 1586241, 35614234, 4643417, 41050891, 46594880, 10474018]"
"('If_I_Fell', 'beatles')","[29236320, 23348951, 6809774, 9485996, 32716463, 8134304, 4643417, 987219, 73867136, 29094681]"
"('I_m_Happy_Just_To_Dance_With_You', 'beatles')","[27482897, 16288494, 19718408, 34740494, 32716463, 27370255, 19262825, 56146802, 32912837, 9187191]"
"('And_I_Love_Her', 'beatles')","[27482897, 59657871, 18395590, 9485996, 166342127, 32866241, 2177173, 56146802, 10185957, 42366341]"
"('Tell_Me_Why', 'beatles')","[4149369, 57644601, 9044819, 25568957, 8292074, 32866241, 4643417, 51977347, 60139178, 19140936]"
"('Can_t_Buy_Me_Love', 'beatles')","[65382838, 5187485, 12602682, 314459, 6015880, 13630290, 8870316, 60316257, 5594666, 34443684]"
"('Any_Time_At_All', 'beatles')","[29775349, 153471094, 21953453, 1821201, 6015880, 13630290, 4643417, 8798826, 92002725, 23745678]"
"('I_ll_Cry_Instead', 'beatles')","[310855743, 9228037, 32627042, 10992738, 6015880, 13630290, 4643417, 8271523, 1049290, 54351174]"
"('Things_We_Said_Today', 'beatles')","[92762241, 9228037, 46447903, 102839193, 28286824, 2115110, 57661028, 45220346, 1049290, 23745678]"
"('When_I_Get_Home', 'beatles')","[74688982, 32422678, 4574729, 18657533, 10445519, 44381421, 24722846, 19197979, 10094127, 520273]"
"('You_Can_t_Do_That', 'beatles')","[9409638, 10234672, 25511316, 9485996, 32716463, 46606206, 50967885, 5156674, 14639503, 23745678]"
"('I_ll_Be_Back', 'beatles')","[103282779, 112114987, 12602682, 24815586, 81687990, 44381421, 24722846, 19725282, 10094127, 12505106]"
"('No_Reply', 'beatles')","[22222628, 44530322, 10367637, 34740494, 30563018, 5386311, 12569682, 15555827, 55593802, 60987004]"
"('I_m_A_Loser', 'beatles')","[18715782, 26368856, 10367637, 24815586, 8169325, 5386311, 2177173, 12440978, 14639503, 42366341]"
"('Baby_s_In_Black', 'beatles')","[67675290, 26368856, 38419950, 26322328, 6015880, 4863103, 10103438, 15555827, 23822085, 520273]"
"('Rock_And_Roll_Music', 'beatles')","[74688982, 24355586, 6809774, 9485996, 41575741, 10882297, 127764291, 37408739, 5594666, 63018092]"
"('I_ll_Follow_The_Sun', 'beatles')","[43802733, 39483135, 19718408, 34740494, 19427546, 30641456, 21729069, 34293890, 10185957, 34443684]"
"('Mr_Moonlight', 'beatles')","[89255395, 43523687, 95436803, 8732625, 10445519, 60869379, 52201007, 45220346, 19230794, 520273]"
"('Medley_Kansas_City_Hey_Hey', 'beatles')","[2395946, 19308399, 13925500, 10992738, 3739686, 2115110, 40575376, 8798826, 23776170, 520273]"
"('Eight_Days_A_Week', 'beatles')","[20469205, 23348951, 107022619, 314459, 28286824, 52102192, 21729069, 12440978, 32912837, 12505106]"
"('Words_Of_Love', 'beatles')","[5902792, 26368856, 18395590, 25568957, 8292074, 30118248, 41808498, 4629371, 19276709, 20427763]"
"('Honey_Don_t', 'beatles')","[7656215, 18301764, 106110392, 1067830, 14997907, 30118248, 4643417, 1514522, 19230794, 72971837]"
"('Every_Little_Thing', 'beatles')","[54862300, 26368856, 50005766, 26322328, 8292074, 41633428, 27189090, 4629371, 28321546, 2551361]"
"('I_Don_t_Want_To_Spoil_The_Party', 'beatles')","[20469205, 43523687, 8132592, 10992738, 19427546, 24622262, 944051, 55619499, 55685632, 49002171]"
"('What_You_re_Doing', 'beatles')","[7656215, 4180850, 52240811, 19410904, 8292074, 30118248, 13802804, 1514522, 1003375, 23745678]"
"('Everybody_s_Trying_To_Be_My_Baby', 'beatles')","[2395946, 11241307, 23276271, 114270843, 19304797, 30118248, 2177173, 8271523, 55639717, 27807854]"
"('Magical_Mystery_Tour', 'beatles')","[27482897, 50584144, 27746361, 7979254, 17151352, 36137442, 56427906, 16083130, 23822085, 69653922]"
"('The_Fool_On_The_Hill', 'beatles')","[61875992, 18301764, 13925500, 61501734, 32716463, 30118248, 40575376, 56146802, 1003375, 15823021]"
"('Flying', 'beatles')","[7656215, 29402773, 6809774, 314459, 10445519, 10882297, 16796581, 1514522, 5548751, 520273]"
"('Blue_Jay_Way', 'beatles')","[18715782, 12247942, 4574729, 7979254, 37268851, 94368503, 12569682, 26482283, 19184879, 84212409]"
"('Your_Mother_Should_Know', 'beatles')","[36789041, 39483135, 1016866, 1067830, 30440269, 60869379, 3410295, 987219, 41957674, 45684256]"
"('I_Am_The_Walrus', 'beatles')","[23976051, 4180850, 25511316, 314459, 26133379, 33389449, 41808498, 37936042, 5548751, 12505106]"
"('Hello_Goodbye', 'beatles')","[18715782, 12247942, 1016866, 62255105, 41698490, 21874269, 18029703, 15555827, 28321546, 35730511]"
"('Strawberry_Fields_Forever', 'beatles')","[5902792, 63698423, 16160545, 165533210, 26010630, 2638318, 110678639, 1514522, 5594666, 98228330]"
"('Penny_Lane', 'beatles')","[61875992, 4180850, 13925500, 7979254, 63969434, 2638318, 18029703, 15555827, 37458213, 34443684]"
"('Baby_You_re_A_Rich_Man', 'beatles')","[642523, 17295129, 33539269, 1821201, 14997907, 55373393, 57661028, 41578194, 10140042, 9187191]"
"('All_You_Need_Is_Love', 'beatles')","[98022510, 107067800, 59356537, 148696878, 86240378, 71861351, 19262825, 41050891, 64684554, 70940749]"
"('Taxman', 'beatles')","[20469205, 32422678, 6809774, 147190136, 57263601, 30641456, 41808498, 5156674, 14731333, 45684256]"
"('Eleanor_Rigby', 'beatles')","[13455513, 16288494, 3251911, 2574572, 12721713, 19126276, 12569682, 11913675, 46548965, 13791933]"
"('I_m_Only_Sleeping', 'beatles')","[29775349, 11241307, 27746361, 16397420, 14875158, 71861351, 24722846, 52504650, 10094127, 92879327]"
"('Love_You_To', 'beatles')","[2395946, 71765515, 31304224, 42405289, 54987407, 47129414, 44274742, 27009586, 137502400, 101546245]"
"('Here_There_And_Everywhere', 'beatles')","[116095769, 5187485, 47770721, 27829070, 8292074, 33389449, 19262825, 4629371, 10094127, 22458851]"
"('Yellow_Submarine', 'beatles')","[16962359, 3174215, 68707308, 314459, 39422296, 91097302, 5876539, 23367434, 28367461, 12505106]"
"('She_Said_She_Said', 'beatles')","[20469205, 9228037, 37097132, 314459, 12721713, 30641456, 4643417, 11913675, 41957674, 27807854]"
"('Good_Day_Sunshine', 'beatles')","[2395946, 16288494, 53563629, 137265228, 8292074, 2115110, 10103438, 19197979, 23822085, 2551361]"
"('And_Your_Bird_Can_Sing', 'beatles')","[15208936, 2167580, 23276271, 7979254, 6015880, 13630290, 68053537, 23367434, 14639503, 27807854]"
"('For_No_One', 'beatles')","[105036202, 53604049, 19718408, 10239367, 23857185, 41110220, 18029703, 15555827, 19230794, 7156103]"
"('Doctor_Robert', 'beatles')","[109082077, 63698423, 95436803, 1067830, 8169325, 65842157, 2177173, 15555827, 46503050, 23745678]"
"('I_Want_To_Tell_You', 'beatles')","[51355454, 59657871, 9044819, 25568957, 30563018, 74609344, 944051, 70188107, 5594666, 57669089]"
"('Got_To_Get_You_Into_My_Life', 'beatles')","[9409638, 129255806, 31304224, 77584695, 50557768, 2638318, 125298047, 8271523, 14685418, 25776766]"
"('Tomorrow_Never_Knows', 'beatles')","[69428713, 46543592, 12602682, 16397420, 30563018, 68590150, 18029703, 15555827, 41957674, 56382262]"
"('Back_In_The_U_S_S_R_', 'beatles')","[51355454, 93953521, 21953453, 138018599, 43851935, 10882297, 41808498, 111306385, 14685418, 3838188]"
"('Dear_Prudence', 'beatles')","[71182136, 25362221, 59356537, 19410904, 19427546, 38362227, 3410295, 23367434, 1049290, 64304919]"
"('Glass_Onion', 'beatles')","[7656215, 16288494, 40654995, 1067830, 14997907, 74609344, 29655334, 1514522, 55685632, 80894494]"
"('Ob-La-Di_Ob-La-Da', 'beatles')","[4149369, 4180850, 13925500, 2574572, 59417046, 2638318, 944051, 15555827, 1003375, 31125769]"
"('Wild_Honey_Pie', 'beatles')","[49063002, 3174215, 4574729, 62255105, 26010630, 55373393, 25955968, 26482283, 51140256, 9187191]"
"('The_Continuing_Story_Of_Bungalow_Bill', 'beatles')","[7656215, 2167580, 4574729, 27075699, 50557768, 30118248, 24722846, 1514522, 10094127, 25776766]"
"('While_My_Guitar_Gently_Weeps', 'beatles')","[5902792, 29402773, 4574729, 198452503, 14875158, 102089274, 19262825, 1514522, 14639503, 45684256]"
"('Happiness_Is_A_Warm_Gun', 'beatles')","[25729474, 5187485, 3251911, 1067830, 10445519, 5386311, 27189090, 45220346, 19276709, 520273]"
"('Martha_My_Dear', 'beatles')","[35035618, 10234672, 1016866, 2574572, 19427546, 85601316, 52201007, 67600561, 32912837, 25776766]"
"('I_m_So_Tired', 'beatles')","[31528772, 50584144, 21953453, 95927769, 1586241, 10882297, 25955968, 22840131, 1003375, 5869276]"
"('Blackbird', 'beatles')","[47309579, 46543592, 25511316, 7979254, 61693240, 4863103, 13802804, 12440978, 5548751, 17109848]"
"('Piggies', 'beatles')","[15208936, 9228037, 31304224, 45418773, 17151352, 30641456, 24722846, 33766587, 10094127, 23745678]"
"('Rocky_Raccoon', 'beatles')","[35035618, 67724963, 58033719, 2574572, 30440269, 113604454, 36348477, 8271523, 5548751, 54351174]"
"('Don_t_Pass_Me_By', 'beatles')","[2395946, 26368856, 48682948, 24815586, 63846685, 30118248, 12569682, 16083130, 51094341, 2551361]"
"('Why_Don_t_We_Do_It_In_The_Road', 'beatles')","[4149369, 46543592, 6809774, 9485996, 17151352, 130092412, 2177173, 66545955, 5640581, 17109848]"
"('I_Will', 'beatles')","[7656215, 72772150, 8132592, 9485996, 8169325, 2638318, 40575376, 1514522, 23730255, 41079514]"
"('Julia', 'beatles')","[7656215, 3174215, 10367637, 8732625, 17151352, 5386311, 3410295, 1514522, 23730255, 29094681]"
"('Born_On_The_Bayou', 'creedence_clearwater_revival')","[40295887, 29402773, 47770721, 8732625, 6015880, 13630290, 8870316, 51977347, 10094127, 22458851]"
"('Bootleg', 'creedence_clearwater_revival')","[61875992, 4180850, 191179558, 314459, 48404323, 8134304, 10103438, 37936042, 14685418, 96197242]"
"('Graveyard_Train', 'creedence_clearwater_revival')","[7656215, 106061165, 61591582, 1067830, 6015880, 2638318, 32649111, 1514522, 110276059, 2551361]"
"('Good_Golly_Miss_Molly', 'creedence_clearwater_revival')","[125401913, 2167580, 13925500, 181616171, 34992657, 36137442, 8870316, 56674105, 23822085, 3838188]"
"('Penthouse_Pauper', 'creedence_clearwater_revival')","[23976051, 17295129, 16160545, 2574572, 3739686, 30118248, 13802804, 52504650, 5594666, 12505106]"
"('Proud_Mary', 'creedence_clearwater_revival')","[53108877, 3174215, 6809774, 25568957, 19304797, 2115110, 58894150, 34293890, 28367461, 29094681]"
"('Keep_On_Chooglin_', 'creedence_clearwater_revival')","[11702090, 3174215, 23276271, 7979254, 6015880, 13630290, 8870316, 23367434, 46548965, 15823021]"
"('Ramble_Tamble', 'creedence_clearwater_revival')","[11702090, 3174215, 47770721, 27829070, 70552518, 27370255, 24722846, 63958409, 10094127, 57669089]"
"('Before_You_Accuse_Me', 'creedence_clearwater_revival')","[36789041, 26368856, 9044819, 26322328, 34992657, 32866241, 12569682, 30651738, 1003375, 47715344]"
"('Travelin_Band', 'creedence_clearwater_revival')","[22222628, 25362221, 25511316, 37000607, 124076433, 2638318, 4643417, 5156674, 1095205, 47715344]"
"('Ooby_Dooby', 'creedence_clearwater_revival')","[7656215, 16288494, 37097132, 1821201, 34992657, 44381421, 60127272, 1514522, 23776170, 20427763]"
"('Lookin_Out_My_Back_Door', 'creedence_clearwater_revival')","[7656215, 10234672, 29069179, 34740494, 12721713, 60346171, 12569682, 1514522, 23776170, 10474018]"
"('Run_Through_The_Jungle', 'creedence_clearwater_revival')","[18715782, 78825972, 68707308, 86002861, 30563018, 119100440, 49734763, 37408739, 78366597, 133438568]"
"('Up_Around_The_Bend', 'creedence_clearwater_revival')","[76442405, 24355586, 8132592, 26322328, 19304797, 30118248, 18029703, 15555827, 73867136, 2551361]"
"('My_Baby_Left_Me', 'creedence_clearwater_revival')","[15208936, 12247942, 8132592, 1067830, 21580991, 52625400, 5876539, 987219, 14639503, 44397429]"
"('Who_ll_Stop_The_Rain', 'creedence_clearwater_revival')","[5902792, 2167580, 25511316, 87509603, 12721713, 38362227, 10103438, 11913675, 10094127, 22458851]"
"('I_Heard_It_Through_The_Grapevine', 'creedence_clearwater_revival')","[2395946, 26368856, 19718408, 17904162, 19304797, 88349309, 10103438, 8271523, 10094127, 51033259]"
"('Long_As_I_Can_See_The_Light', 'creedence_clearwater_revival')","[71182136, 86893064, 32627042, 1067830, 14875158, 38362227, 60127272, 66545955, 51094341, 42366341]"
"('I_Put_A_Spell_On_You', 'creedence_clearwater_revival')","[7656215, 63698423, 19718408, 18657533, 14875158, 10882297, 33882233, 1514522, 51048426, 63018092]"
"('The_Working_Man', 'creedence_clearwater_revival')","[92762241, 11241307, 31304224, 17904162, 1586241, 8134304, 20495947, 12440978, 1003375, 520273]"
"('Suzie_Q', 'creedence_clearwater_revival')","[71182136, 29402773, 16160545, 1067830, 8169325, 8134304, 11336560, 23367434, 5594666, 44397429]"
"('Ninety-Nine_And_A_Half_Won_t_Do_', 'creedence_clearwater_revival')","[2395946, 46543592, 13925500, 8732625, 30563018, 2638318, 3410295, 1514522, 1003375, 45684256]"
"('Get_Down_Woman', 'creedence_clearwater_revival')","[5902792, 29402773, 87408850, 112764101, 12721713, 49354199, 71047314, 11913675, 69229930, 56382262]"
"('Porterville', 'creedence_clearwater_revival')","[7656215, 9228037, 4574729, 59241621, 19304797, 46606206, 32649111, 1514522, 5594666, 2551361]"
"('Gloomy', 'creedence_clearwater_revival')","[54862300, 17295129, 59356537, 7979254, 32716463, 30641456, 944051, 33766587, 10185957, 72971837]"
"('Walking_On_The_Water', 'creedence_clearwater_revival')","[15208936, 12247942, 131517069, 50823455, 54987407, 49354199, 5876539, 4629371, 28321546, 39048426]"
"('Green_River', 'creedence_clearwater_revival')","[33282195, 36463230, 240168458, 27075699, 17151352, 8134304, 3410295, 41578194, 23776170, 3838188]"
"('Commotion', 'creedence_clearwater_revival')","[9409638, 5187485, 62914400, 60748363, 37146102, 119100440, 21729069, 12440978, 23730255, 25776766]"
"('Tombstone_Shadow', 'creedence_clearwater_revival')","[7656215, 19308399, 3251911, 10992738, 46128129, 2115110, 11336560, 1514522, 5548751, 9187191]"
"('Wrote_A_Song_For_Everyone', 'creedence_clearwater_revival')","[31528772, 39483135, 16160545, 17150791, 112940961, 2638318, 167395616, 19197979, 5594666, 12505106]"
"('Bad_Moon_Rising', 'creedence_clearwater_revival')","[58369146, 53604049, 25511316, 9485996, 8169325, 16378283, 11336560, 8271523, 1049290, 29094681]"
"('Lodi', 'creedence_clearwater_revival')","[45556156, 19308399, 1016866, 1067830, 148500822, 2115110, 2177173, 30124435, 14639503, 19140936]"
"('Cross-Tie_Walker', 'creedence_clearwater_revival')","[43802733, 11241307, 6809774, 44665402, 37268851, 8134304, 5876539, 27009586, 14639503, 51033259]"
"('Sinister_Purpose', 'creedence_clearwater_revival')","[2395946, 23348951, 1016866, 24815586, 8169325, 49354199, 5876539, 34293890, 1049290, 60987004]"
"('The_Night_Time_Is_The_Right_Time', 'creedence_clearwater_revival')","[642523, 10234672, 86086032, 314459, 10445519, 32866241, 29655334, 1514522, 1095205, 520273]"
"('Pagan_Baby', 'creedence_clearwater_revival')","[16962359, 3174215, 1016866, 17904162, 14997907, 8134304, 48501641, 77999714, 23776170, 44397429]"
"('Sailor_s_Lament', 'creedence_clearwater_revival')","[53108877, 80839242, 12602682, 36247236, 81687990, 16378283, 11336560, 19725282, 64684554, 141361225]"
"('Chameleon', 'creedence_clearwater_revival')","[105036202, 2167580, 80293124, 10239367, 3739686, 41110220, 44274742, 22840131, 23776170, 7156103]"
"('Have_You_Ever_Seen_The_Rain-', 'creedence_clearwater_revival')","[22222628, 36463230, 21953453, 1821201, 81687990, 46606206, 3410295, 987219, 14685418, 32412596]"
"('_Wish_I_Could_Hideaway', 'creedence_clearwater_revival')","[61875992, 71765515, 44212858, 33987123, 1586241, 49354199, 24722846, 140443601, 10094127, 2551361]"
"('Born_To_Move', 'creedence_clearwater_revival')","[2395946, 26368856, 138632795, 1821201, 6015880, 13630290, 41808498, 8271523, 42003589, 12505106]"
"('Hey_Tonight', 'creedence_clearwater_revival')","[124862884, 26368856, 32627042, 35493865, 37268851, 19126276, 4643417, 19725282, 55685632, 29094681]"
"('It_s_Just_A_Thought', 'creedence_clearwater_revival')","[4149369, 17295129, 9044819, 34740494, 14997907, 49354199, 36348477, 59261651, 19184879, 39048426]"
"('Molina', 'creedence_clearwater_revival')","[51355454, 23348951, 8132592, 37000607, 10445519, 16378283, 11336560, 71242713, 32912837, 520273]"
"('Rude_Awakening_2', 'creedence_clearwater_revival')","[18715782, 25362221, 38419950, 165533210, 30563018, 63617372, 24722846, 63958409, 10094127, 12505106]"
"('Down_on_the_corner', 'creedence_clearwater_revival')","[15208936, 84879794, 13925500, 8732625, 12721713, 27370255, 8870316, 5156674, 1003375, 35730511]"
"('It_came_out_of_the_sky', 'creedence_clearwater_revival')","[53108877, 108074435, 46447903, 17904162, 30440269, 19126276, 32649111, 16083130, 32912837, 2551361]"
"('Cotton_fields', 'creedence_clearwater_revival')","[49602031, 19308399, 8132592, 113517472, 59417046, 2115110, 5876539, 74884865, 23776170, 13791933]"
